UMAP_1,UMAP_2,leiden,patient_name,cell_type_scChat
12.309471,6.0351105,2,S5,Myeloid cells
15.179977,7.6885047,2,S5,Myeloid cells
11.468617,9.16629,2,S5,Myeloid cells
11.874129,8.078496,2,S5,Myeloid cells
19.519608,13.156808,5,S5,NK cells
11.002781,-3.3098047,3,S5,B cells
14.370222,8.071019,2,S5,Myeloid cells
15.072992,12.821468,22,S5,Chondrocytes
18.622469,12.397792,5,S5,NK cells
15.8136635,9.884267,9,S5,Mast cells
16.63027,8.011423,19,S5,Stromal cells
13.262829,8.944194,2,S5,Myeloid cells
14.008014,-3.0409017,3,S5,B cells
11.366232,6.159265,2,S5,Myeloid cells
15.209998,8.279173,2,S5,Myeloid cells
15.32491,9.588202,9,S5,Mast cells
17.479301,2.5596418,12,S5,Monocytes
10.8723345,-5.687706,3,S5,B cells
18.451868,14.392994,5,S5,NK cells
15.020573,-1.4751368,21,S5,Schwann cells
17.539745,13.139939,5,S5,NK cells
12.714869,-3.9056742,3,S5,B cells
14.596893,-0.21265084,21,S5,Schwann cells
15.927019,4.9559684,20,S5,Mesothelial cells
13.497931,7.7349644,2,S5,Myeloid cells
10.5798435,7.3725777,2,S5,Myeloid cells
16.61341,4.4348683,20,S5,Mesothelial cells
-9.141577,2.4292977,23,S5,Adipocytes
18.301455,11.943881,5,S5,NK cells
13.519578,7.2710176,2,S5,Myeloid cells
18.692465,13.348913,5,S5,NK cells
14.7700615,9.982974,9,S5,Mast cells
10.922788,-0.7986984,13,S5,Macrophages
11.198518,-4.5143247,3,S5,B cells
10.5277815,-5.7903337,3,S5,B cells
12.726249,-5.1015267,3,S5,B cells
20.009937,12.597163,5,S5,NK cells
-3.5862234,7.216001,4,S5,Endothelial cells
15.003317,-1.5009718,21,S5,Schwann cells
10.368905,-4.678209,3,S5,B cells
19.373158,1.9603858,12,S5,Monocytes
16.580687,7.764035,19,S5,Stromal cells
13.24741,-5.242792,3,S5,B cells
19.27478,12.655341,5,S5,NK cells
12.02769,10.923942,9,S5,Mast cells
13.275369,10.591492,9,S5,Mast cells
14.49495,10.488018,9,S5,Mast cells
19.138918,12.267354,5,S5,NK cells
14.141042,1.4048325,11,S5,Pericytes
16.810379,4.2078238,20,S5,Mesothelial cells
13.681864,-5.3130054,3,S5,B cells
14.735957,11.999526,22,S5,Chondrocytes
11.526168,-6.0911555,3,S5,B cells
19.194508,13.271597,5,S5,NK cells
17.358025,11.483599,5,S5,NK cells
13.333702,9.12212,2,S5,Myeloid cells
17.23521,12.849662,5,S5,NK cells
14.144978,9.513585,9,S5,Mast cells
11.548519,6.2591424,2,S5,Myeloid cells
16.681837,7.991868,19,S5,Stromal cells
19.171213,13.726557,5,S5,NK cells
6.434604,4.9178348,16,S5,Platelets
14.125498,7.6690836,2,S5,Myeloid cells
12.831737,7.2493196,2,S5,Myeloid cells
10.622578,-6.7211213,3,S5,B cells
19.657629,13.642576,5,S5,NK cells
10.662702,6.6762547,2,S5,Myeloid cells
13.567798,10.370324,2,S5,Myeloid cells
18.101131,12.721623,5,S5,NK cells
6.1758475,-2.1494663,16,S5,Platelets
13.720327,10.295977,9,S5,Mast cells
6.4388556,4.871398,16,S5,Platelets
19.522575,13.076684,5,S5,NK cells
13.256937,14.216942,8,S5,Plasma cells
13.769157,7.557584,2,S5,Myeloid cells
15.872597,8.009303,19,S5,Stromal cells
16.612085,7.250404,19,S5,Stromal cells
14.963232,-1.2677854,21,S5,Schwann cells
12.003125,-6.247128,3,S5,B cells
12.3988495,-6.4396114,3,S5,B cells
14.012255,9.373739,9,S5,Mast cells
13.95619,6.9065394,2,S5,Myeloid cells
12.095053,10.60977,9,S5,Mast cells
14.186777,10.561959,9,S5,Mast cells
12.762507,-5.598489,3,S5,B cells
14.946784,12.446086,22,S5,Chondrocytes
14.269451,11.4487295,22,S5,Chondrocytes
11.69148,-4.3080664,3,S5,B cells
18.50472,13.558279,5,S5,NK cells
13.144127,7.805448,2,S5,Myeloid cells
11.754293,10.673386,9,S5,Mast cells
10.902616,6.5632634,2,S5,Myeloid cells
12.478367,6.143162,2,S5,Myeloid cells
15.699696,8.027563,19,S5,Stromal cells
11.744378,10.64723,9,S5,Mast cells
13.833558,8.844152,2,S5,Myeloid cells
12.226105,-4.2913055,3,S5,B cells
15.133369,8.0124035,2,S5,Myeloid cells
14.855921,9.556644,9,S5,Mast cells
13.324392,7.544003,2,S5,Myeloid cells
15.46306,9.210899,9,S5,Mast cells
18.144424,13.011626,5,S5,NK cells
17.600515,12.171453,5,S5,NK cells
16.181124,7.184074,19,S5,Stromal cells
17.479717,11.759432,5,S5,NK cells
12.146665,4.657398,11,S5,Pericytes
18.619564,12.365033,5,S5,NK cells
16.229746,5.7095885,20,S5,Mesothelial cells
11.743203,-4.8064747,3,S5,B cells
11.197344,8.545712,2,S5,Myeloid cells
18.687752,12.683577,5,S5,NK cells
5.1529756,-2.7380137,14,S5,Neutrophils
12.53831,-4.0992618,3,S5,B cells
14.081718,-2.6925755,3,S5,B cells
12.815553,10.641932,9,S5,Mast cells
13.6372595,7.6703086,2,S5,Myeloid cells
12.328989,-3.417088,3,S5,B cells
4.09543,13.105955,18,S5,Progenitor cells
13.597177,6.9966354,2,S5,Myeloid cells
13.458436,7.743041,2,S5,Myeloid cells
6.211806,4.7398753,16,S5,Platelets
12.262551,10.994057,9,S5,Mast cells
11.195869,-5.855224,3,S5,B cells
14.766023,0.43680844,21,S5,Schwann cells
18.063957,12.953573,5,S5,NK cells
12.016903,4.1477156,11,S5,Pericytes
14.935893,0.5098066,21,S5,Schwann cells
14.765732,-1.5650958,21,S5,Schwann cells
15.141347,9.469505,9,S5,Mast cells
17.724276,12.12092,5,S5,NK cells
18.971983,13.574668,5,S5,NK cells
13.956893,7.5406017,2,S5,Myeloid cells
17.456364,-0.05012982,12,S5,Monocytes
12.699907,7.2312746,2,S5,Myeloid cells
18.523586,14.089591,5,S5,NK cells
12.218645,9.326235,2,S5,Myeloid cells
13.475754,13.9647255,8,S5,Plasma cells
13.2933655,10.597472,9,S5,Mast cells
16.786976,4.237113,20,S5,Mesothelial cells
17.877966,6.7820964,20,S5,Mesothelial cells
19.35232,13.5974245,5,S5,NK cells
11.434669,-4.1320324,3,S5,B cells
13.446223,10.2773285,9,S5,Mast cells
13.066064,-4.9852853,3,S5,B cells
18.120178,13.401721,5,S5,NK cells
15.527062,7.7090874,19,S5,Stromal cells
19.73335,12.391645,5,S5,NK cells
18.651533,13.528808,5,S5,NK cells
17.321228,14.375415,5,S5,NK cells
14.432645,7.6161685,2,S5,Myeloid cells
15.600139,8.422961,19,S5,Stromal cells
11.229228,6.9775624,2,S5,Myeloid cells
18.197111,14.581119,5,S5,NK cells
10.816414,-0.6662454,13,S5,Macrophages
12.384925,10.281892,9,S5,Mast cells
19.102701,12.273667,5,S5,NK cells
14.589084,8.420415,2,S5,Myeloid cells
16.016151,7.044251,19,S5,Stromal cells
17.93411,1.2376957,12,S5,Monocytes
16.499956,8.012763,19,S5,Stromal cells
15.108601,9.7847185,9,S5,Mast cells
12.789692,6.930417,2,S5,Myeloid cells
16.627111,8.003755,19,S5,Stromal cells
13.069364,6.8793674,2,S5,Myeloid cells
14.7956505,12.139588,22,S5,Chondrocytes
13.5635805,14.469315,8,S5,Plasma cells
16.294466,7.956652,19,S5,Stromal cells
15.035352,8.431211,2,S5,Myeloid cells
13.630339,8.213293,2,S5,Myeloid cells
16.796055,4.2564235,20,S5,Mesothelial cells
18.363068,13.832903,5,S5,NK cells
19.79714,13.296925,5,S5,NK cells
6.3808594,4.746301,16,S5,Platelets
10.524533,8.814236,2,S5,Myeloid cells
12.96728,2.5959244,11,S5,Pericytes
12.518901,5.99119,2,S5,Myeloid cells
11.604616,9.408706,2,S5,Myeloid cells
15.060052,11.50781,22,S5,Chondrocytes
14.752133,8.090439,2,S5,Myeloid cells
17.46685,14.088846,5,S5,NK cells
19.314238,1.7339658,12,S5,Monocytes
14.355174,7.865132,2,S5,Myeloid cells
16.884438,8.231928,19,S5,Stromal cells
15.857553,9.071815,9,S5,Mast cells
16.878891,12.748306,5,S5,NK cells
11.787478,7.3879685,2,S5,Myeloid cells
10.383844,7.6474867,2,S5,Myeloid cells
13.639557,-5.402116,3,S5,B cells
17.37193,12.820001,5,S5,NK cells
13.168129,2.5876117,11,S5,Pericytes
13.153402,14.523581,8,S5,Plasma cells
12.72608,1.8899404,11,S5,Pericytes
10.748469,8.950234,2,S5,Myeloid cells
15.89574,13.28399,22,S5,Chondrocytes
11.99044,6.243734,2,S5,Myeloid cells
14.445093,8.34017,9,S5,Mast cells
11.567281,6.6399727,2,S5,Myeloid cells
10.340967,8.236953,2,S5,Myeloid cells
5.951287,5.649538,16,S5,Platelets
18.282354,12.797499,5,S5,NK cells
16.855993,12.673424,5,S5,NK cells
18.612732,1.7099618,12,S5,Monocytes
12.44408,6.5282345,2,S5,Myeloid cells
15.01814,10.015474,9,S5,Mast cells
13.327626,10.17841,9,S5,Mast cells
13.82236,-2.802139,3,S5,B cells
19.542624,12.780229,5,S5,NK cells
14.549709,9.615778,9,S5,Mast cells
13.05664,-3.8403873,3,S5,B cells
18.815428,12.678135,5,S5,NK cells
13.63394,8.208852,2,S5,Myeloid cells
14.958804,-1.6505104,21,S5,Schwann cells
18.941467,13.009078,5,S5,NK cells
11.587376,9.025011,2,S5,Myeloid cells
10.7459135,-6.578305,3,S5,B cells
13.714726,9.040725,9,S5,Mast cells
-0.50104797,2.2109451,4,S5,Endothelial cells
13.80144,-0.20447144,11,S5,Pericytes
15.768461,8.683513,9,S5,Mast cells
16.708633,7.98623,19,S5,Stromal cells
19.231697,2.3187342,12,S5,Monocytes
13.904269,-1.6258377,21,S5,Schwann cells
12.551039,6.1716585,2,S5,Myeloid cells
19.01781,13.250799,5,S5,NK cells
12.5388565,5.9252496,2,S5,Myeloid cells
3.5024974,-4.291116,14,S5,Neutrophils
13.454407,-5.406866,3,S5,B cells
-9.018691,2.3123243,23,S5,Adipocytes
11.379634,-0.67755973,13,S5,Macrophages
12.195837,-7.06747,3,S5,B cells
17.403292,13.724783,5,S5,NK cells
13.238072,14.454501,8,S5,Plasma cells
15.196394,9.480299,9,S5,Mast cells
14.977583,9.831416,9,S5,Mast cells
11.02378,-0.071101025,13,S5,Macrophages
15.233121,10.221279,9,S5,Mast cells
18.029755,14.410295,5,S5,NK cells
12.145141,10.861958,9,S5,Mast cells
16.272705,7.966372,19,S5,Stromal cells
6.0548654,5.6120276,16,S5,Platelets
13.956632,3.0128963,11,S5,Pericytes
11.45071,-6.7941465,3,S5,B cells
13.651887,8.290074,2,S5,Myeloid cells
10.887234,6.675336,2,S5,Myeloid cells
12.701355,1.9316876,11,S5,Pericytes
13.281007,13.7221775,8,S5,Plasma cells
14.52957,10.347455,9,S5,Mast cells
19.851494,13.631789,5,S5,NK cells
15.69539,9.212327,9,S5,Mast cells
10.232464,7.002526,2,S5,Myeloid cells
14.673145,10.330943,9,S5,Mast cells
-9.084684,2.3692667,23,S5,Adipocytes
10.173212,10.4118395,2,S5,Myeloid cells
12.803448,-4.41466,3,S5,B cells
10.836699,7.500428,2,S5,Myeloid cells
19.805553,13.244948,5,S5,NK cells
13.035808,7.0610948,2,S5,Myeloid cells
17.644709,13.598835,5,S5,NK cells
10.816243,-5.3370495,3,S5,B cells
12.232492,-4.123602,3,S5,B cells
13.964782,10.411032,9,S5,Mast cells
18.232758,13.646998,5,S5,NK cells
11.016254,-0.4745858,13,S5,Macrophages
12.448108,6.1221037,2,S5,Myeloid cells
11.121095,6.087129,2,S5,Myeloid cells
14.211828,7.792043,2,S5,Myeloid cells
19.432161,13.460499,5,S5,NK cells
18.280045,13.30641,5,S5,NK cells
13.884114,1.5869731,11,S5,Pericytes
11.657621,7.7715826,2,S5,Myeloid cells
10.8512335,6.9153843,2,S5,Myeloid cells
17.564425,13.414144,5,S5,NK cells
12.297584,10.219986,9,S5,Mast cells
12.98965,-5.2479715,3,S5,B cells
13.665558,10.415182,9,S5,Mast cells
13.457709,6.9096246,2,S5,Myeloid cells
18.245956,13.713418,5,S5,NK cells
13.872663,7.9241004,2,S5,Myeloid cells
16.159855,8.145084,19,S5,Stromal cells
17.027903,12.778724,5,S5,NK cells
12.872796,8.948755,2,S5,Myeloid cells
11.94472,-4.828013,3,S5,B cells
13.033271,2.4514346,11,S5,Pericytes
19.442896,12.774072,5,S5,NK cells
12.185313,8.738469,2,S5,Myeloid cells
13.305497,13.621798,8,S5,Plasma cells
9.694117,9.576322,2,S5,Myeloid cells
12.074283,9.374552,2,S5,Myeloid cells
10.765316,7.401572,2,S5,Myeloid cells
15.133394,0.5442439,21,S5,Schwann cells
13.519815,13.534874,8,S5,Plasma cells
15.991169,4.6636915,20,S5,Mesothelial cells
12.676557,3.0979028,11,S5,Pericytes
14.131893,11.311589,22,S5,Chondrocytes
14.534237,7.9287343,2,S5,Myeloid cells
15.877574,10.2298155,9,S5,Mast cells
6.578419,-2.4659448,16,S5,Platelets
10.67115,8.661706,2,S5,Myeloid cells
15.192949,7.8066998,8,S5,Plasma cells
14.432099,7.8752465,2,S5,Myeloid cells
12.8274145,7.850872,2,S5,Myeloid cells
15.871375,4.469125,20,S5,Mesothelial cells
15.396671,9.272072,9,S5,Mast cells
15.1036,12.736455,22,S5,Chondrocytes
17.55181,5.6632767,20,S5,Mesothelial cells
12.104059,9.505018,2,S5,Myeloid cells
9.8655815,8.545868,2,S5,Myeloid cells
13.189431,6.446695,2,S5,Myeloid cells
11.994024,-6.529153,3,S5,B cells
12.272934,-5.23424,3,S5,B cells
16.064737,5.197738,20,S5,Mesothelial cells
12.454362,7.9721904,2,S5,Myeloid cells
12.0770235,8.038564,2,S5,Myeloid cells
18.411823,14.219055,5,S5,NK cells
18.08993,14.563996,5,S5,NK cells
10.965607,7.238386,2,S5,Myeloid cells
11.681097,9.633859,2,S5,Myeloid cells
19.034666,12.629287,5,S5,NK cells
15.504254,10.126461,9,S5,Mast cells
13.920587,10.342444,9,S5,Mast cells
16.810396,12.564965,5,S5,NK cells
13.187305,6.7595606,2,S5,Myeloid cells
8.079704,2.3103826,7,S5,Dendritic cells
10.770594,7.5199523,2,S5,Myeloid cells
11.237132,6.536038,2,S5,Myeloid cells
18.486734,14.084344,5,S5,NK cells
12.528416,-3.7784903,3,S5,B cells
10.276398,9.963611,2,S5,Myeloid cells
17.000277,8.463069,19,S5,Stromal cells
19.770304,12.84312,5,S5,NK cells
11.350673,10.619899,9,S5,Mast cells
12.053962,6.59296,2,S5,Myeloid cells
17.886488,14.999313,5,S5,NK cells
17.891026,12.736131,5,S5,NK cells
15.01468,12.615124,22,S5,Chondrocytes
14.736364,9.458303,9,S5,Mast cells
13.821444,1.3131937,11,S5,Pericytes
18.97622,12.691476,5,S5,NK cells
12.494262,9.841704,9,S5,Mast cells
12.640369,2.1782963,11,S5,Pericytes
14.4362,10.14202,9,S5,Mast cells
12.022587,7.8029904,2,S5,Myeloid cells
14.490195,9.86359,9,S5,Mast cells
13.496166,10.287099,9,S5,Mast cells
12.909233,7.0267572,2,S5,Myeloid cells
14.684798,12.107735,22,S5,Chondrocytes
12.399386,-6.3471932,3,S5,B cells
12.739235,8.35478,2,S5,Myeloid cells
13.18058,10.390368,9,S5,Mast cells
11.052701,6.102181,2,S5,Myeloid cells
9.648563,1.1942886,7,S5,Dendritic cells
18.523293,13.753513,5,S5,NK cells
12.744258,10.478226,9,S5,Mast cells
13.1776285,10.526886,9,S5,Mast cells
14.467546,11.865294,22,S5,Chondrocytes
14.034973,8.485622,2,S5,Myeloid cells
15.788974,9.147429,9,S5,Mast cells
10.105955,-5.739777,3,S5,B cells
13.365246,6.9772277,2,S5,Myeloid cells
5.509058,3.230806,0,S5,Fibroblasts
9.701892,-5.66901,3,S5,B cells
3.1608484,-4.396777,14,S5,Neutrophils
13.337223,7.847464,2,S5,Myeloid cells
12.632564,8.227497,2,S5,Myeloid cells
17.119804,5.7144165,20,S5,Mesothelial cells
11.445359,-3.59795,21,S5,Schwann cells
16.077988,8.106596,19,S5,Stromal cells
14.177015,10.252658,9,S5,Mast cells
15.126183,12.845387,22,S5,Chondrocytes
15.819973,9.5440235,9,S5,Mast cells
11.509193,10.653822,9,S5,Mast cells
16.136253,5.2269955,20,S5,Mesothelial cells
11.311748,8.78061,2,S5,Myeloid cells
11.401092,8.963643,2,S5,Myeloid cells
16.435303,7.649054,19,S5,Stromal cells
13.140663,-3.2308397,3,S5,B cells
13.457031,-3.0699694,3,S5,B cells
18.172522,14.346294,5,S5,NK cells
19.149647,12.6930685,5,S5,NK cells
12.676932,12.494025,8,S5,Plasma cells
13.096029,7.4706025,2,S5,Myeloid cells
11.17082,-5.493927,3,S5,B cells
18.421478,12.3916445,5,S5,NK cells
16.915125,12.532963,5,S5,NK cells
12.061093,5.0877476,11,S5,Pericytes
19.226503,13.065438,5,S5,NK cells
19.620588,12.233078,5,S5,NK cells
15.498975,8.835214,9,S5,Mast cells
12.70697,2.2990077,11,S5,Pericytes
11.920318,10.586143,9,S5,Mast cells
10.906699,-3.742453,3,S5,B cells
12.813691,6.204039,2,S5,Myeloid cells
18.879053,12.2573805,5,S5,NK cells
17.709112,13.619898,5,S5,NK cells
0.057344176,5.3843775,1,S5,T cells
18.251575,12.606201,5,S5,NK cells
15.855092,9.712021,9,S5,Mast cells
11.732625,6.9566183,2,S5,Myeloid cells
13.483477,2.1709201,11,S5,Pericytes
17.741526,12.809233,5,S5,NK cells
16.652729,7.963638,19,S5,Stromal cells
11.453354,-5.874117,3,S5,B cells
11.845218,-0.15289316,13,S5,Macrophages
11.859815,7.3894477,2,S5,Myeloid cells
16.639048,7.8214297,19,S5,Stromal cells
10.8464155,-6.333017,3,S5,B cells
17.954426,12.993476,5,S5,NK cells
12.533655,3.2366395,11,S5,Pericytes
16.517939,12.552832,5,S5,NK cells
18.531502,12.123219,5,S5,NK cells
15.142781,0.56363493,21,S5,Schwann cells
10.736596,6.4191337,2,S5,Myeloid cells
17.975754,14.207684,5,S5,NK cells
18.611097,13.835725,5,S5,NK cells
18.800905,13.210228,5,S5,NK cells
15.975519,4.875296,20,S5,Mesothelial cells
15.427755,9.0266075,9,S5,Mast cells
5.309265,0.12884703,16,S5,Platelets
-9.1809,2.4686763,23,S5,Adipocytes
4.907116,4.3565564,16,S5,Platelets
18.232845,12.408039,5,S5,NK cells
15.597518,6.7517586,20,S5,Mesothelial cells
12.6623955,3.6510558,11,S5,Pericytes
12.2266865,-3.528124,3,S5,B cells
10.575887,8.5337715,2,S5,Myeloid cells
12.214602,10.116334,9,S5,Mast cells
15.593751,9.779705,9,S5,Mast cells
19.699474,12.323027,5,S5,NK cells
11.678065,10.745261,9,S5,Mast cells
12.651393,5.981051,2,S5,Myeloid cells
12.065583,-2.7211835,3,S5,B cells
13.369552,14.236509,8,S5,Plasma cells
11.858288,9.992445,9,S5,Mast cells
14.699075,10.507529,9,S5,Mast cells
11.512664,-4.927421,3,S5,B cells
17.46076,12.656417,5,S5,NK cells
13.465068,14.418865,8,S5,Plasma cells
17.89765,12.781239,5,S5,NK cells
13.454968,7.177013,2,S5,Myeloid cells
12.873093,-5.455089,3,S5,B cells
10.936123,8.118085,2,S5,Myeloid cells
10.240231,7.712642,2,S5,Myeloid cells
12.375208,7.4403667,2,S5,Myeloid cells
18.36844,12.97186,5,S5,NK cells
13.0107355,10.559091,9,S5,Mast cells
15.660729,9.063889,9,S5,Mast cells
15.699675,9.824844,9,S5,Mast cells
12.330836,1.4094754,11,S5,Pericytes
13.096113,1.3657075,11,S5,Pericytes
13.079245,2.310832,11,S5,Pericytes
13.292786,13.52292,8,S5,Plasma cells
12.292709,6.343773,2,S5,Myeloid cells
12.209194,6.198055,2,S5,Myeloid cells
11.518173,-0.5388939,13,S5,Macrophages
11.7774315,7.1893287,2,S5,Myeloid cells
11.388015,7.874518,2,S5,Myeloid cells
14.870921,7.617776,2,S5,Myeloid cells
12.411847,-6.856389,3,S5,B cells
10.185376,6.9270954,2,S5,Myeloid cells
11.622804,10.517949,9,S5,Mast cells
16.664623,4.315563,20,S5,Mesothelial cells
11.808971,7.480662,2,S5,Myeloid cells
14.496749,7.931893,2,S5,Myeloid cells
15.477972,8.696835,9,S5,Mast cells
14.782885,-0.72732896,21,S5,Schwann cells
15.036213,7.991109,2,S5,Myeloid cells
18.601036,12.770578,5,S5,NK cells
13.093209,10.755041,9,S5,Mast cells
10.720331,-6.528328,3,S5,B cells
18.69379,12.757571,5,S5,NK cells
18.557802,13.325003,5,S5,NK cells
15.940278,7.970939,19,S5,Stromal cells
11.407469,-0.48472637,13,S5,Macrophages
18.193872,1.4295615,12,S5,Monocytes
13.207752,6.081737,2,S5,Myeloid cells
11.193276,-5.047049,3,S5,B cells
17.046844,1.1555352,12,S5,Monocytes
10.6532345,8.629252,2,S5,Myeloid cells
18.500032,13.118157,5,S5,NK cells
18.022446,12.480262,5,S5,NK cells
6.40444,4.9402575,16,S5,Platelets
13.470615,14.399987,8,S5,Plasma cells
12.383743,10.47143,9,S5,Mast cells
12.335468,6.0956545,2,S5,Myeloid cells
11.068288,-6.2937317,3,S5,B cells
15.749854,-0.9176454,21,S5,Schwann cells
13.525294,7.041763,2,S5,Myeloid cells
19.052208,12.413265,5,S5,NK cells
13.738724,10.331938,9,S5,Mast cells
17.824009,12.468617,5,S5,NK cells
16.06257,5.247562,20,S5,Mesothelial cells
13.3001795,7.1681056,2,S5,Myeloid cells
14.395158,9.564761,9,S5,Mast cells
13.416463,14.46449,8,S5,Plasma cells
18.362776,13.455031,5,S5,NK cells
13.576352,14.66605,8,S5,Plasma cells
19.783407,13.209399,5,S5,NK cells
8.019091,0.17616682,7,S5,Dendritic cells
14.141277,10.359577,9,S5,Mast cells
12.854477,10.302944,9,S5,Mast cells
10.6914215,8.219593,2,S5,Myeloid cells
12.539939,9.044567,9,S5,Mast cells
15.61672,9.485074,9,S5,Mast cells
3.349723,5.0054235,0,S5,Fibroblasts
15.17292,8.148088,19,S5,Stromal cells
10.991577,-2.921823,3,S5,B cells
12.808564,4.7043934,11,S5,Pericytes
11.052964,7.798198,2,S5,Myeloid cells
4.2600436,-2.8940563,14,S5,Neutrophils
19.48404,12.588168,5,S5,NK cells
10.192211,7.6009464,2,S5,Myeloid cells
18.422998,13.469428,5,S5,NK cells
15.810964,9.143401,9,S5,Mast cells
15.025264,0.50265205,21,S5,Schwann cells
12.493884,-5.9674087,3,S5,B cells
13.109389,10.457943,9,S5,Mast cells
11.512838,-6.263846,3,S5,B cells
15.3166685,7.614435,2,S5,Myeloid cells
16.739761,4.284429,20,S5,Mesothelial cells
13.132376,8.875793,2,S5,Myeloid cells
15.561727,7.812304,19,S5,Stromal cells
14.83934,10.187305,9,S5,Mast cells
13.12974,-6.0033035,3,S5,B cells
13.136266,-3.4938447,3,S5,B cells
14.092322,1.7759012,11,S5,Pericytes
18.294441,13.817854,5,S5,NK cells
14.484658,9.45887,9,S5,Mast cells
13.225862,-5.0103908,3,S5,B cells
17.601265,12.732201,5,S5,NK cells
4.915656,5.077561,0,S5,Fibroblasts
17.476969,12.99685,5,S5,NK cells
12.307445,7.5626354,2,S5,Myeloid cells
13.153201,10.583168,9,S5,Mast cells
18.908041,13.042592,5,S5,NK cells
10.506928,8.170578,2,S5,Myeloid cells
11.249196,-6.356571,3,S5,B cells
12.726652,9.451843,2,S5,Myeloid cells
19.341032,12.335577,5,S5,NK cells
12.63721,8.00128,2,S5,Myeloid cells
15.5886545,8.874302,9,S5,Mast cells
12.840974,-6.48973,3,S5,B cells
12.254179,-6.135986,3,S5,B cells
13.90448,-2.70493,3,S5,B cells
17.29976,5.7302604,20,S5,Mesothelial cells
15.875005,13.4291725,22,S5,Chondrocytes
16.259169,7.6186433,19,S5,Stromal cells
16.035427,8.049793,19,S5,Stromal cells
14.585755,11.863125,22,S5,Chondrocytes
13.450011,7.6938853,2,S5,Myeloid cells
13.322229,2.6343863,11,S5,Pericytes
14.732815,12.093514,22,S5,Chondrocytes
12.485697,6.9732633,2,S5,Myeloid cells
12.605303,8.045718,2,S5,Myeloid cells
16.670282,12.744689,5,S5,NK cells
18.421366,13.156926,5,S5,NK cells
13.10179,-5.554951,3,S5,B cells
15.642121,9.285696,9,S5,Mast cells
17.082214,8.561346,19,S5,Stromal cells
19.43247,12.434475,5,S5,NK cells
16.249062,9.561756,9,S5,Mast cells
19.332212,11.936854,5,S5,NK cells
13.062947,-5.207014,3,S5,B cells
12.730994,10.253838,9,S5,Mast cells
19.016226,12.721589,5,S5,NK cells
19.722748,12.983551,5,S5,NK cells
19.295336,13.804166,5,S5,NK cells
11.105753,-5.9720116,3,S5,B cells
13.019859,6.20918,2,S5,Myeloid cells
17.666697,13.13904,5,S5,NK cells
11.25181,8.201261,2,S5,Myeloid cells
18.178566,13.173363,5,S5,NK cells
17.78557,14.350464,5,S5,NK cells
13.402074,10.179911,2,S5,Myeloid cells
11.929148,-5.2236686,3,S5,B cells
11.248549,11.50609,8,S5,Plasma cells
18.613998,-0.2769007,12,S5,Monocytes
15.782086,9.60094,9,S5,Mast cells
19.472609,13.010572,5,S5,NK cells
15.351595,10.016415,9,S5,Mast cells
12.527775,1.9900489,11,S5,Pericytes
18.29722,14.655762,5,S5,NK cells
12.949099,2.3608866,11,S5,Pericytes
12.934895,7.54531,2,S5,Myeloid cells
11.971797,7.6119657,2,S5,Myeloid cells
15.0257845,0.5440278,21,S5,Schwann cells
19.307318,14.180489,5,S5,NK cells
10.657969,-6.630458,3,S5,B cells
11.784628,-4.366653,3,S5,B cells
12.0631895,-5.397084,3,S5,B cells
10.827579,-4.9197497,3,S5,B cells
12.884275,10.527437,9,S5,Mast cells
12.323168,-6.738553,3,S5,B cells
19.917776,13.170792,5,S5,NK cells
19.433578,12.355097,5,S5,NK cells
13.247683,10.226496,9,S5,Mast cells
11.76482,7.9362445,2,S5,Myeloid cells
18.667694,12.604445,5,S5,NK cells
13.002883,7.0078206,2,S5,Myeloid cells
13.500347,2.3434365,11,S5,Pericytes
13.730077,7.114876,2,S5,Myeloid cells
14.535112,7.923047,2,S5,Myeloid cells
11.32677,8.866358,2,S5,Myeloid cells
18.565996,12.797462,5,S5,NK cells
17.522285,0.2413651,12,S5,Monocytes
16.55986,7.9292326,19,S5,Stromal cells
14.177335,11.408079,22,S5,Chondrocytes
12.844045,10.1639,9,S5,Mast cells
12.677163,12.448753,8,S5,Plasma cells
15.226629,9.927827,9,S5,Mast cells
14.129236,3.2140672,11,S5,Pericytes
11.240034,-3.8294675,3,S5,B cells
12.63322,5.068388,11,S5,Pericytes
12.322667,-5.2548394,3,S5,B cells
17.148033,12.945332,5,S5,NK cells
12.449484,-4.973222,3,S5,B cells
19.397316,12.795511,5,S5,NK cells
17.38424,5.633243,20,S5,Mesothelial cells
19.753128,12.853996,5,S5,NK cells
11.712226,7.7208114,2,S5,Myeloid cells
13.058766,-5.0363083,3,S5,B cells
19.57643,13.323037,5,S5,NK cells
19.38577,2.2549934,12,S5,Monocytes
13.158957,-3.670402,3,S5,B cells
13.894581,1.5620258,11,S5,Pericytes
15.10647,10.10117,9,S5,Mast cells
10.154346,8.606212,2,S5,Myeloid cells
18.799461,13.030427,5,S5,NK cells
12.073644,-5.687151,3,S5,B cells
15.934934,6.2776885,20,S5,Mesothelial cells
19.534397,12.475106,5,S5,NK cells
18.839344,12.986967,5,S5,NK cells
13.548224,-5.138625,3,S5,B cells
10.159772,7.732657,2,S5,Myeloid cells
15.469605,7.9545155,19,S5,Stromal cells
10.827822,8.654991,2,S5,Myeloid cells
10.579086,8.127972,2,S5,Myeloid cells
19.327177,13.631585,5,S5,NK cells
12.212888,-3.225688,3,S5,B cells
18.747587,13.084847,5,S5,NK cells
